 Absolute and relative mass balance error for water and solute transport 

    Time [T]   WatVol [V]  WatBalT [V]  WatBalR [%]  ww [V]  wCumT [V]  WatVol-wVolI[V]   wCumA[V]    Deltaw[V]   TotalRootFlow [V/T]  TotRadialFlow [V/T]
      0.5500  3.21311E+01 -9.04251E-09  2.75498E-06  3.28224E-01  3.28224E-01 -3.28224E-01  3.28224E-01  3.28224E-01  3.35000E-01  3.35000E-01
      0.5750  3.21172E+01 -5.78765E-09  1.69204E-06  3.42053E-01  3.42053E-01 -3.42053E-01  3.42053E-01  3.42053E-01  3.27500E-01  3.27500E-01
      0.6000  3.21036E+01 -3.05104E-09  8.57816E-07  3.55675E-01  3.55675E-01 -3.55675E-01  3.55675E-01  3.55675E-01  3.20000E-01  3.20000E-01
      0.6250  3.20902E+01 -7.22223E-10  1.95675E-07  3.69093E-01  3.69093E-01 -3.69093E-01  3.69093E-01  3.69093E-01  3.12500E-01  3.12500E-01
      0.6500  3.20770E+01  9.82749E-10  2.57058E-07  3.82307E-01  3.82307E-01 -3.82307E-01  3.82307E-01  3.82307E-01  3.05000E-01  3.05000E-01
      0.6750  3.20640E+01  2.13359E-09  5.39719E-07  3.95316E-01  3.95316E-01 -3.95316E-01  3.95316E-01  3.95316E-01  2.97500E-01  2.97500E-01
      0.7000  3.20512E+01  2.65175E-09  6.49747E-07  4.08121E-01  4.08121E-01 -4.08121E-01  4.08121E-01  4.08121E-01  2.90000E-01  2.90000E-01
      0.7250  3.20386E+01  2.59916E-09  6.17786E-07  4.20722E-01  4.20722E-01 -4.20722E-01  4.20722E-01  4.20722E-01  2.82500E-01  2.82500E-01
      0.7500  3.20262E+01  1.95216E-09  4.50720E-07  4.33120E-01  4.33120E-01 -4.33120E-01  4.33120E-01  4.33120E-01  2.75000E-01  2.75000E-01
      0.7750  3.20140E+01  7.27045E-10  1.63266E-07  4.45314E-01  4.45314E-01 -4.45314E-01  4.45314E-01  4.45314E-01  2.67500E-01  2.67500E-01
      0.8000  3.20020E+01 -1.06743E-09  2.33417E-07  4.57305E-01  4.57305E-01 -4.57305E-01  4.57305E-01  4.57305E-01  2.60000E-01  2.60000E-01
